len	tc	intersection	union	enrichment
16950	0.7	1238831	12691147	0.09761
16950	0.75	1273606	12976230	0.09814
16950	0.8	1279843	13351328	0.09585
16950	0.85	1286587	13572106	0.09479
16950	0.9	1296409	13756427	0.09424
16950	0.95	1314472	14170976	0.09275
16950	1	0	2597477	0
17000	0	0	2597477	0
17000	0.05	341276	4404117	0.07749
17000	0.1	348378	4496743	0.07747
17000	0.15	351113	4537871	0.07737
17000	0.2	357650	4590006	0.07791
17000	0.25	360606	4636218	0.07778
17000	0.3	362597	4684734	0.07739
17000	0.35	361615	4700006	0.07693
17000	0.4	362924	4717948	0.07692
17000	0.45	368878	4751400	0.07763
17000	0.5	369218	4780510	0.07723
17000	0.55	1134873	6877778	0.165
17000	0.6	1200342	9942651	0.12072
17000	0.65	1212200	11892024	0.10193
17000	0.7	1238831	12691147	0.09761
17000	0.75	1273532	12975901	0.09814
17000	0.8	1279843	13351328	0.09585
17000	0.85	1286587	13569127	0.09481
17000	0.9	1296409	13754140	0.09425
17000	0.95	1314472	14170331	0.09276
17000	1	0	2597477	0
17050	0	0	2597477	0
17050	0.05	341276	4404117	0.07749
17050	0.1	348378	4498339	0.07744
17050	0.15	351113	4537871	0.07737
17050	0.2	357650	4590006	0.07791
17050	0.25	360606	4636218	0.07778
17050	0.3	362597	4684734	0.07739
17050	0.35	361615	4700006	0.07693
17050	0.4	362924	4717948	0.07692
17050	0.45	368878	4751400	0.07763
17050	0.5	369218	4780510	0.07723
17050	0.55	1134873	6877189	0.16501
17050	0.6	1200342	9941917	0.12073
17050	0.65	1212200	11888892	0.10196
17050	0.7	1238831	12686877	0.09764
17050	0.75	1273532	12975719	0.09814
17050	0.8	1279843	13350271	0.09586
17050	0.85	1286587	13568016	0.09482
17050	0.9	1296094	13752962	0.09424
17050	0.95	1314679	14169566	0.09278
17050	1	0	2597477	0
17100	0	0	2597477	0
17100	0.05	341174	4402507	0.07749
17100	0.1	348199	4497751	0.07741
17100	0.15	351113	4537871	0.07737
17100	0.2	357302	4589105	0.07785
17100	0.25	360606	4634495	0.0778
17100	0.3	362597	4684734	0.07739
17100	0.35	361615	4699306	0.07695
17100	0.4	362924	4717948	0.07692
17100	0.45	368608	4750800	0.07758
17100	0.5	369218	4780123	0.07724
17100	0.55	1134873	6877189	0.16501
17100	0.6	1200342	9941917	0.12073
17100	0.65	1212014	11886367	0.10196
17100	0.7	1238574	12684290	0.09764
17100	0.75	1273532	12974210	0.09815
17100	0.8	1279843	13349787	0.09586
17100	0.85	1286587	13568016	0.09482
17100	0.9	1296094	13752912	0.09424
17100	0.95	1312937	14169039	0.09266
17100	1	0	2597477	0
17150	0	0	2597477	0
17150	0.05	341174	4402507	0.07749
17150	0.1	348199	4497086	0.07742
17150	0.15	351113	4537871	0.07737
17150	0.2	357302	4589105	0.07785
17150	0.25	360606	4634495	0.0778
17150	0.3	362597	4684940	0.07739
17150	0.35	361615	4699306	0.07695
17150	0.4	362924	4717948	0.07692
17150	0.45	368608	4750800	0.07758
17150	0.5	369046	4779505	0.07721
17150	0.55	1134873	6877189	0.16501
17150	0.6	1200342	9942698	0.12072
17150	0.65	1212014	11886297	0.10196
17150	0.7	1238436	12682807	0.09764
17150	0.75	1274068	12973229	0.0982
17150	0.8	1279843	13255770	0.09654
17150	0.85	1286570	13567427	0.09482
17150	0.9	1296094	13751614	0.09425
17150	0.95	1312937	14168284	0.09266
17150	1	0	2597477	0
17200	0	0	2597477	0
17200	0.05	341174	4400588	0.07752
17200	0.1	348199	4495252	0.07745
17200	0.15	351113	4537142	0.07738
17200	0.2	357302	4589105	0.07785
17200	0.25	360606	4634495	0.0778
17200	0.3	362597	4684940	0.07739
17200	0.35	361615	4699306	0.07695
17200	0.4	362924	4717948	0.07692
17200	0.45	368608	4750800	0.07758
17200	0.5	369046	4779505	0.07721
17200	0.55	1134873	6875738	0.16505
17200	0.6	1200342	9942698	0.12072
17200	0.65	1212014	11885268	0.10197
17200	0.7	1238186	12681501	0.09763
17200	0.75	1273514	12973153	0.09816
17200	0.8	1279743	13251779	0.09657
17200	0.85	1286570	13566417	0.09483
17200	0.9	1296094	13751614	0.09425
17200	0.95	1312937	14164829	0.09268
17200	1	0	2597477	0
17250	0	0	2597477	0
17250	0.05	341174	4400588	0.07752
17250	0.1	348199	4495252	0.07745
17250	0.15	351113	4537142	0.07738
17250	0.2	357302	4589105	0.07785
17250	0.25	360505	4630711	0.07785
17250	0.3	362597	4684940	0.07739
17250	0.35	361615	4699306	0.07695
17250	0.4	362924	4716625	0.07694
17250	0.45	368608	4749963	0.0776
17250	0.5	369046	4778718	0.07722
17250	0.55	1134873	6874013	0.16509
17250	0.6	1200342	9942698	0.12072
17250	0.65	1212014	11884615	0.10198
17250	0.7	1238099	12679253	0.09764
17250	0.75	1272381	12972410	0.09808
17250	0.8	1279743	13251049	0.09657
17250	0.85	1286570	13564982	0.09484
17250	0.9	1296094	13748888	0.09426
17250	0.95	1311940	14164183	0.09262
17250	1	0	2597477	0
17300	0	0	2597477	0
17300	0.05	341174	4400104	0.07753
17300	0.1	348199	4495252	0.07745
17300	0.15	351113	4537142	0.07738
17300	0.2	357183	4587706	0.07785
17300	0.25	360505	4629039	0.07787
17300	0.3	362411	4683798	0.07737
17300	0.35	361615	4699306	0.07695
17300	0.4	362924	4717234	0.07693
17300	0.45	368557	4748713	0.07761
17300	0.5	369046	4777740	0.07724
17300	0.55	1134873	6872897	0.16512
17300	0.6	1200342	9940454	0.12075
17300	0.65	1212014	11884004	0.10198
17300	0.7	1238099	12678767	0.09765
17300	0.75	1272381	12972410	0.09808
17300	0.8	1279743	13248872	0.09659
17300	0.85	1286570	13563968	0.09485
17300	0.9	1295446	13748888	0.09422
17300	0.95	1311940	14162373	0.09263
17300	1	0	2597477	0
17350	0	0	2597477	0
17350	0.05	341174	4400104	0.07753
17350	0.1	348199	4492567	0.0775
17350	0.15	351113	4537142	0.07738
17350	0.2	357183	4587706	0.07785
17350	0.25	360505	4629039	0.07787
17350	0.3	362411	4681592	0.07741
17350	0.35	361615	4697695	0.07697
17350	0.4	362924	4717234	0.07693
17350	0.45	368557	4747573	0.07763
17350	0.5	369046	4776852	0.07725
17350	0.55	1134873	6872897	0.16512
17350	0.6	1200139	9940074	0.12073
17350	0.65	1212014	11883581	0.10199
17350	0.7	1238523	12678767	0.09768
17350	0.75	1271504	12970974	0.09802
17350	0.8	1279743	13248872	0.09659
17350	0.85	1286570	13561655	0.09486
17350	0.9	1295446	13745721	0.09424
17350	0.95	1311940	14159993	0.09265
17350	1	0	2597477	0
17400	0	0	2597477	0
17400	0.05	341174	4400104	0.07753
17400	0.1	348199	4492567	0.0775
17400	0.15	351113	4536633	0.07739
17400	0.2	357183	4587706	0.07785
17400	0.25	359842	4628437	0.07774
17400	0.3	362411	4681187	0.07741
17400	0.35	361615	4696992	0.07698
17400	0.4	362924	4715980	0.07695
17400	0.45	368557	4744850	0.07767
17400	0.5	369046	4776506	0.07726
17400	0.55	1134689	6872680	0.1651
17400	0.6	1200139	9940074	0.12073
17400	0.65	1212014	11882327	0.102
17400	0.7	1238245	12676769	0.09767
17400	0.75	1271504	12971135	0.09802
17400	0.8	1279743	13247604	0.0966
17400	0.85	1286570	13560459	0.09487
17400	0.9	1295446	13745172	0.09424
17400	0.95	1311940	14158949	0.09265
17400	1	0	2597477	0
17450	0	0	2597477	0
17450	0.05	341191	4400104	0.07754
17450	0.1	347889	4491277	0.07745
17450	0.15	351113	4536633	0.07739
17450	0.2	357183	4587706	0.07785
17450	0.25	359842	4626402	0.07778
17450	0.3	362271	4679787	0.07741
17450	0.35	361615	4696992	0.07698
17450	0.4	362924	4715980	0.07695
17450	0.45	368557	4744850	0.07767
17450	0.5	369046	4776023	0.07727
17450	0.55	1134689	6872680	0.1651
17450	0.6	1200067	9939213	0.12074
17450	0.65	1212014	11882327	0.102
17450	0.7	1238245	12676078	0.09768
17450	0.75	1271246	12968261	0.09802
17450	0.8	1279743	13247604	0.0966
17450	0.85	1286570	13559905	0.09488
17450	0.9	1295446	13745172	0.09424
17450	0.95	1311940	14156404	0.09267
17450	1	0	2597477	0
17500	0	0	2597477	0
17500	0.05	341191	4398906	0.07756
17500	0.1	347889	4490098	0.07747
17500	0.15	351113	4536633	0.07739
17500	0.2	357183	4585475	0.07789
17500	0.25	359842	4625652	0.07779
17500	0.3	362271	4679787	0.07741
17500	0.35	361615	4696992	0.07698
17500	0.4	362924	4714728	0.07697
17500	0.45	368557	4742843	0.0777
17500	0.5	369046	4775109	0.07728
17500	0.55	1134689	6872680	0.1651
17500	0.6	1200067	9937926	0.12075
17500	0.65	1212014	11881326	0.102
17500	0.7	1238134	12674988	0.09768
17500	0.75	1271246	12967657	0.09803
17500	0.8	1279565	13244462	0.09661
17500	0.85	1286570	13559494	0.09488
17500	0.9	1295446	13743097	0.09426
17500	0.95	1311839	14153607	0.09268
17500	1	0	2597477	0
17550	0	0	2597477	0
17550	0.05	341191	4397141	0.07759
17550	0.1	347889	4489398	0.07749
17550	0.15	351113	4536633	0.07739
17550	0.2	356667	4580602	0.07786
17550	0.25	359714	4623834	0.07779
17550	0.3	362271	4678890	0.07742
17550	0.35	361909	4697771	0.07703
17550	0.4	362924	4714728	0.07697
17550	0.45	368445	4742592	0.07768
17550	0.5	369046	4772500	0.07732
17550	0.55	1134689	6871888	0.16512
17550	0.6	1200067	9937520	0.12076
17550	0.65	1211939	11880987	0.102
17550	0.7	1238976	12674090	0.09775
17550	0.75	1270918	12966365	0.09801
17550	0.8	1279565	13243316	0.09661
17550	0.85	1285598	13556754	0.09483
17550	0.9	1295446	13742124	0.09426
17550	0.95	1311839	14151141	0.0927
17550	1	0	2597477	0
17600	0	0	2597477	0
17600	0.05	341191	4396476	0.0776
17600	0.1	347889	4489398	0.07749
17600	0.15	351113	4536633	0.07739
17600	0.2	356667	4580441	0.07786
17600	0.25	359714	4623215	0.0778
17600	0.3	362271	4673972	0.0775
17600	0.35	361909	4697771	0.07703
17600	0.4	362924	4714728	0.07697
17600	0.45	368201	4741589	0.07765
17600	0.5	369046	4772500	0.07732
17600	0.55	1134689	6871413	0.16513
17600	0.6	1200067	9937017	0.12076
17600	0.65	1211795	11880197	0.102
17600	0.7	1238741	12670299	0.09776
17600	0.75	1270918	12965799	0.09802
17600	0.8	1279247	13243166	0.09659
17600	0.85	1285598	13556754	0.09483
17600	0.9	1295446	13739307	0.09428
17600	0.95	1311839	14150196	0.0927
17600	1	0	2597477	0
17650	0	0	2597477	0
17650	0.05	341191	4392910	0.07766
17650	0.1	347889	4488811	0.0775
17650	0.15	351113	4535941	0.0774
17650	0.2	356667	4580441	0.07786
17650	0.25	359132	4618832	0.07775
17650	0.3	362214	4673503	0.0775
17650	0.35	361909	4697771	0.07703
17650	0.4	362924	4714728	0.07697
17650	0.45	368201	4741144	0.07766
17650	0.5	369046	4772500	0.07732
17650	0.55	1134689	6871413	0.16513
17650	0.6	1200067	9935182	0.12078
17650	0.65	1211795	11880197	0.102
17650	0.7	1238741	12671192	0.09776
17650	0.75	1270918	12966606	0.09801
17650	0.8	1279247	13243166	0.09659
17650	0.85	1285598	13554346	0.09484
17650	0.9	1295446	13739307	0.09428
17650	0.95	1311839	14148516	0.09271
17650	1	0	2597477	0
17700	0	0	2597477	0
17700	0.05	341191	4392075	0.07768
17700	0.1	347714	4487490	0.07748
17700	0.15	351009	4533713	0.07742
17700	0.2	356667	4578017	0.0779
17700	0.25	359132	4618832	0.07775
17700	0.3	362194	4669978	0.07755
17700	0.35	361909	4697771	0.07703
17700	0.4	362924	4714728	0.07697
17700	0.45	368201	4737897	0.07771
17700	0.5	368961	4771101	0.07733
17700	0.55	1134689	6870770	0.16514
17700	0.6	1200067	9935182	0.12078
17700	0.65	1211362	11878335	0.10198
17700	0.7	1238741	12671192	0.09776
17700	0.75	1270918	12963046	0.09804
17700	0.8	1279000	13242005	0.09658
17700	0.85	1285443	13553134	0.09484
17700	0.9	1295446	13739307	0.09428
17700	0.95	1311839	14145423	0.09273
17700	1	0	2597477	0
17750	0	0	2597477	0
17750	0.05	341191	4391054	0.0777
17750	0.1	347714	4484150	0.07754
17750	0.15	351009	4534882	0.0774
17750	0.2	356306	4576849	0.07784
17750	0.25	359132	4618027	0.07776
17750	0.3	362194	4668586	0.07758
17750	0.35	361909	4697771	0.07703
17750	0.4	362924	4714728	0.07697
17750	0.45	368201	4737897	0.07771
17750	0.5	368961	4771101	0.07733
17750	0.55	1134689	6870770	0.16514
17750	0.6	1200067	9934221	0.1208
17750	0.65	1211362	11878335	0.10198
17750	0.7	1238741	12671192	0.09776
17750	0.75	1270918	12962772	0.09804
17750	0.8	1278682	13241171	0.09656
17750	0.85	1285443	13552651	0.09484
17750	0.9	1295446	13739307	0.09428
17750	0.95	1311839	14145423	0.09273
17750	1	0	2597477	0
17800	0	0	2597477	0
17800	0.05	341191	4391054	0.0777
17800	0.1	347714	4483616	0.07755
17800	0.15	351009	4534882	0.0774
17800	0.2	356306	4575667	0.07786
17800	0.25	359132	4618027	0.07776
17800	0.3	362194	4666663	0.07761
17800	0.35	361909	4697771	0.07703
17800	0.4	362924	4714728	0.07697
17800	0.45	368201	4737379	0.07772
17800	0.5	368961	4768335	0.07737
17800	0.55	1134804	6871831	0.16513
17800	0.6	1200067	9934221	0.1208
17800	0.65	1211362	11875993	0.102
17800	0.7	1238741	12669803	0.09777
17800	0.75	1270918	12962385	0.09804
17800	0.8	1278682	13241171	0.09656
17800	0.85	1285443	13552651	0.09484
17800	0.9	1295446	13739307	0.09428
17800	0.95	1311839	14143070	0.09275
17800	1	0	2597477	0
17850	0	0	2597477	0
17850	0.05	341191	4391054	0.0777
17850	0.1	347714	4483616	0.07755
17850	0.15	351009	4533977	0.07741
17850	0.2	356306	4574595	0.07788
17850	0.25	359132	4614492	0.07782
17850	0.3	362194	4666663	0.07761
17850	0.35	361630	4695752	0.07701
17850	0.4	362924	4715373	0.07696
17850	0.45	366618	4736302	0.0774
17850	0.5	368961	4768335	0.07737
17850	0.55	1134804	6871831	0.16513
17850	0.6	1200067	9932003	0.12082
17850	0.65	1211362	11873184	0.10202
17850	0.7	1238741	12669019	0.09777
17850	0.75	1270814	12961862	0.09804
17850	0.8	1278682	13233919	0.09662
17850	0.85	1285443	13552651	0.09484
17850	0.9	1295446	13737257	0.0943
17850	0.95	1311839	14140432	0.09277
17850	1	0	2597477	0
17900	0	0	2597477	0
17900	0.05	341191	4391054	0.0777
17900	0.1	347714	4483616	0.07755
17900	0.15	351009	4533550	0.07742
17900	0.2	356306	4574595	0.07788
17900	0.25	359132	4614492	0.07782
17900	0.3	362194	4665711	0.07762
17900	0.35	361630	4695752	0.07701
17900	0.4	362924	4715373	0.07696
17900	0.45	366618	4735532	0.07741
17900	0.5	368961	4768335	0.07737
17900	0.55	1134804	6871831	0.16513
17900	0.6	1200067	9931501	0.12083
17900	0.65	1211362	11872366	0.10203
17900	0.7	1238741	12669496	0.09777
17900	0.75	1270814	12961862	0.09804
17900	0.8	1276600	13143940	0.09712
17900	0.85	1285443	13551532	0.09485
17900	0.9	1294456	13737196	0.09423
17900	0.95	1311839	14135474	0.0928
17900	1	0	2597477	0
17950	0	0	2597477	0
17950	0.05	341191	4391054	0.0777
17950	0.1	347714	4483616	0.07755
17950	0.15	351009	4532481	0.07744
17950	0.2	356306	4574595	0.07788
17950	0.25	358923	4613834	0.07779
17950	0.3	362194	4665711	0.07762
17950	0.35	361630	4695752	0.07701
17950	0.4	362924	4715373	0.07696
17950	0.45	366618	4735532	0.07741
17950	0.5	368961	4768335	0.07737
17950	0.55	1134804	6871831	0.16513
17950	0.6	1200067	9931501	0.12083
17950	0.65	1211362	11870743	0.10204
17950	0.7	1238741	12668777	0.09777
17950	0.75	1270814	12961404	0.09804
17950	0.8	1276600	13141225	0.09714
17950	0.85	1285310	13550256	0.09485
17950	0.9	1294456	13736601	0.09423
17950	0.95	1311643	14134633	0.09279
17950	1	0	2597477	0
18000	0	0	2597477	0
18000	0.05	341191	4391054	0.0777
18000	0.1	347714	4483616	0.07755
18000	0.15	351009	4532081	0.07744
18000	0.2	356306	4573734	0.0779
18000	0.25	358830	4610572	0.07782
18000	0.3	362194	4665711	0.07762
18000	0.35	361420	4693567	0.077
18000	0.4	362766	4713850	0.07695
18000	0.45	366539	4734830	0.07741
18000	0.5	368961	4768335	0.07737
18000	0.55	1134804	6871831	0.16513
18000	0.6	1200067	9931501	0.12083
18000	0.65	1211362	11870743	0.10204
18000	0.7	1238741	12668777	0.09777
18000	0.75	1270814	12961404	0.09804
18000	0.8	1276600	13141225	0.09714
18000	0.85	1285310	13549741	0.09485
18000	0.9	1294456	13735831	0.09423
18000	0.95	1311028	14132195	0.09276
18000	1	0	2597477	0
18050	0	0	2597477	0
18050	0.05	340153	4390142	0.07748
18050	0.1	347714	4483973	0.07754
18050	0.15	351009	4532621	0.07744
18050	0.2	356043	4570401	0.0779
18050	0.25	358830	4611275	0.07781
18050	0.3	362194	4665223	0.07763
18050	0.35	361420	4692960	0.07701
18050	0.4	362766	4713198	0.07696
18050	0.45	366539	4734830	0.07741
18050	0.5	368961	4767426	0.07739
18050	0.55	1134804	6871831	0.16513
18050	0.6	1200067	9930937	0.12084
18050	0.65	1211362	11870743	0.10204
18050	0.7	1238741	12667903	0.09778
18050	0.75	1270814	12959844	0.09805
18050	0.8	1276600	13141225	0.09714
18050	0.85	1285310	13548111	0.09487
18050	0.9	1294456	13733729	0.09425
18050	0.95	1310839	14131075	0.09276
18050	1	0	2597477	0
18100	0	0	2597477	0
18100	0.05	340153	4390142	0.07748
18100	0.1	347612	4483638	0.07752
18100	0.15	351009	4532621	0.07744
18100	0.2	356043	4570401	0.0779
18100	0.25	358830	4610366	0.07783
18100	0.3	362194	4664287	0.07765
18100	0.35	361420	4692061	0.07702
18100	0.4	362115	4712890	0.07683
18100	0.45	365663	4734830	0.07722
18100	0.5	368878	4766144	0.07739
18100	0.55	1134804	6870083	0.16518
18100	0.6	1199929	9929653	0.12084
18100	0.65	1211362	11869353	0.10205
18100	0.7	1238741	12664912	0.0978
18100	0.75	1270814	12959646	0.09805
18100	0.8	1276600	13140574	0.09714
18100	0.85	1285310	13548111	0.09487
18100	0.9	1294456	13733265	0.09425
18100	0.95	1310839	14129720	0.09277
18100	1	0	2597477	0
18150	0	0	2597477	0
18150	0.05	340153	4390142	0.07748
18150	0.1	347511	4483238	0.07751
18150	0.15	351009	4532621	0.07744
18150	0.2	356043	4570401	0.0779
18150	0.25	358830	4609243	0.07785
18150	0.3	362027	4664770	0.0776
18150	0.35	361420	4692061	0.07702
18150	0.4	361859	4712534	0.07678
18150	0.45	365663	4734214	0.07723
18150	0.5	368878	4766144	0.07739
18150	0.55	1134385	6868040	0.16516
18150	0.6	1199929	9929653	0.12084
18150	0.65	1211362	11868371	0.10206
18150	0.7	1238447	12663726	0.09779
18150	0.75	1270814	12959646	0.09805
18150	0.8	1276600	13139420	0.09715
18150	0.85	1285310	13547177	0.09487
18150	0.9	1293996	13732356	0.09422
18150	0.95	1310839	14127063	0.09278
18150	1	0	2597477	0
18200	0	0	2597477	0
18200	0.05	340153	4390142	0.07748
18200	0.1	347511	4483238	0.07751
18200	0.15	351009	4532274	0.07744
18200	0.2	356043	4570401	0.0779
18200	0.25	358830	4609243	0.07785
18200	0.3	362027	4662256	0.07765
18200	0.35	361420	4691062	0.07704
18200	0.4	361859	4712534	0.07678
18200	0.45	365663	4734214	0.07723
18200	0.5	368878	4764125	0.07742
18200	0.55	1134385	6868040	0.16516
18200	0.6	1199929	9929653	0.12084
18200	0.65	1211362	11868371	0.10206
18200	0.7	1223944	12431212	0.09845
18200	0.75	1270760	12958619	0.09806
18200	0.8	1276600	13138917	0.09716
18200	0.85	1285264	13546825	0.09487
18200	0.9	1293996	13732356	0.09422
18200	0.95	1310766	14110102	0.09289
18200	1	0	2597477	0
18250	0	0	2597477	0
18250	0.05	340153	4390142	0.07748
18250	0.1	347270	4483815	0.07744
18250	0.15	351009	4531335	0.07746
18250	0.2	354647	4567027	0.07765
18250	0.25	358669	4606561	0.07786
18250	0.3	362027	4662256	0.07765
18250	0.35	361420	4689299	0.07707
18250	0.4	361670	4712250	0.07675
18250	0.45	365663	4733455	0.07725
18250	0.5	368878	4762719	0.07745
18250	0.55	1134385	6868040	0.16516
18250	0.6	1199929	9929653	0.12084
18250	0.65	1211362	11868371	0.10206
18250	0.7	1223944	12431212	0.09845
18250	0.75	1270760	12958817	0.09806
18250	0.8	1276600	13138424	0.09716
18250	0.85	1284705	13545972	0.09484
18250	0.9	1293996	13729114	0.09425
18250	0.95	1310766	14108720	0.0929
18250	1	0	2597477	0
18300	0	0	2597477	0
18300	0.05	340153	4390142	0.07748
18300	0.1	347270	4481404	0.07749
18300	0.15	350937	4529590	0.07747
18300	0.2	354647	4566180	0.07766
18300	0.25	358669	4606561	0.07786
18300	0.3	362027	4662256	0.07765
18300	0.35	361420	4688423	0.07708
18300	0.4	361670	4709534	0.07679
18300	0.45	365438	4732934	0.07721
18300	0.5	368878	4760884	0.07748
18300	0.55	1134385	6868040	0.16516
18300	0.6	1199929	9928996	0.12085
18300	0.65	1211362	11867664	0.10207
18300	0.7	1223679	12431076	0.09843
18300	0.75	1270760	12958817	0.09806
18300	0.8	1276600	13138424	0.09716
18300	0.85	1284705	13544135	0.09485
18300	0.9	1293953	13724411	0.09428
18300	0.95	1310766	14108124	0.0929
18300	1	0	2597477	0
18350	0	0	2597477	0
18350	0.05	340153	4390142	0.07748
18350	0.1	347270	4481404	0.07749
18350	0.15	350248	4528612	0.07734
18350	0.2	354647	4565831	0.07767
18350	0.25	358525	4604937	0.07785
18350	0.3	362027	4660391	0.07768
18350	0.35	361420	4688423	0.07708
18350	0.4	361615	4708660	0.07679
18350	0.45	365438	4732456	0.07721
18350	0.5	368878	4762861	0.07744
18350	0.55	1134321	6866949	0.16518
18350	0.6	1199929	9928996	0.12085
18350	0.65	1210638	11866055	0.10202
18350	0.7	1223679	12428766	0.09845
18350	0.75	1270760	12958817	0.09806
18350	0.8	1276866	13138424	0.09718
18350	0.85	1284705	13543572	0.09485
18350	0.9	1293953	13724411	0.09428
18350	0.95	1310685	14103935	0.09293
18350	1	0	2597477	0
18400	0	0	2597477	0
18400	0.05	340153	4390142	0.07748
18400	0.1	347270	4481404	0.07749
18400	0.15	350248	4528612	0.07734
18400	0.2	354647	4565831	0.07767
18400	0.25	358525	4605421	0.07784
18400	0.3	362027	4660391	0.07768
18400	0.35	361420	4687931	0.07709
18400	0.4	361615	4708027	0.0768
18400	0.45	365438	4731414	0.07723
18400	0.5	368878	4762861	0.07744
18400	0.55	1134321	6867166	0.16518
18400	0.6	1199929	9928996	0.12085
18400	0.65	1210638	11865496	0.10203
18400	0.7	1223679	12427896	0.09846
18400	0.75	1270760	12958396	0.09806
18400	0.8	1276866	13137978	0.09718
18400	0.85	1284705	13540358	0.09487
18400	0.9	1293953	13722645	0.09429
18400	0.95	1310685	14103459	0.09293
18400	1	0	2597477	0
18450	0	0	2597477	0
18450	0.05	340153	4390142	0.07748
18450	0.1	347270	4479725	0.07752
18450	0.15	350248	4528612	0.07734
18450	0.2	354647	4565831	0.07767
18450	0.25	358525	4604055	0.07787
18450	0.3	362027	4660391	0.07768
18450	0.35	361420	4687931	0.07709
18450	0.4	361615	4708027	0.0768
18450	0.45	365438	4730529	0.07725
18450	0.5	368878	4761004	0.07747
18450	0.55	1134321	6866871	0.16518
18450	0.6	1199929	9928426	0.12085
18450	0.65	1210638	11864794	0.10203
18450	0.7	1223591	12427223	0.09846
18450	0.75	1270594	12954031	0.09808
18450	0.8	1276866	13137614	0.09719
18450	0.85	1285558	13540654	0.09494
18450	0.9	1293953	13720664	0.0943
18450	0.95	1310685	14102926	0.09293
18450	1	0	2597477	0
18500	0	0	2597477	0
18500	0.05	340153	4390142	0.07748
18500	0.1	347037	4479277	0.07747
18500	0.15	350129	4528180	0.07732
18500	0.2	354517	4564913	0.07766
18500	0.25	358525	4604419	0.07786
18500	0.3	362027	4659438	0.07769
18500	0.35	361420	4687931	0.07709
18500	0.4	361615	4707420	0.07681
18500	0.45	365438	4730529	0.07725
18500	0.5	368878	4761004	0.07747
18500	0.55	1134321	6866871	0.16518
18500	0.6	1196510	9348045	0.12799
18500	0.65	1210638	11863151	0.10205
18500	0.7	1223591	12426244	0.09846
18500	0.75	1270594	12954031	0.09808
18500	0.8	1276866	13137614	0.09719
18500	0.85	1285558	13540340	0.09494
18500	0.9	1293953	13719180	0.09431
18500	0.95	1310462	14101684	0.09292
18500	1	0	2597477	0
18550	0	0	2597477	0
18550	0.05	340153	4389670	0.07748
18550	0.1	346802	4478004	0.07744
18550	0.15	350129	4528180	0.07732
18550	0.2	354517	4563868	0.07767
18550	0.25	358525	4604825	0.07785
18550	0.3	362027	4657721	0.07772
18550	0.35	361420	4687931	0.07709
18550	0.4	361615	4707420	0.07681
18550	0.45	365438	4730529	0.07725
18550	0.5	368878	4758996	0.07751
18550	0.55	1134321	6866871	0.16518
18550	0.6	1196510	9348045	0.12799
18550	0.65	1210638	11863151	0.10205
18550	0.7	1223521	12425565	0.09846
18550	0.75	1270594	12953101	0.09809
18550	0.8	1276866	13136976	0.09719
18550	0.85	1285558	13540340	0.09494
18550	0.9	1293953	13718531	0.09432
18550	0.95	1310135	14099281	0.09292
18550	1	0	2597477	0
18600	0	0	2597477	0
18600	0.05	340153	4389670	0.07748
18600	0.1	346370	4476669	0.07737
18600	0.15	350129	4527979	0.07732
18600	0.2	354517	4562981	0.07769
18600	0.25	358353	4604940	0.07781
18600	0.3	360864	4657461	0.07748
18600	0.35	361420	4687931	0.07709
18600	0.4	361615	4703520	0.07688
18600	0.45	365438	4730529	0.07725
18600	0.5	368878	4756843	0.07754
18600	0.55	1134321	6866089	0.1652
18600	0.6	1196510	9346699	0.12801
18600	0.65	1210638	11862074	0.10205
18600	0.7	1225074	12423895	0.0986
18600	0.75	1270594	12952359	0.09809
18600	0.8	1276866	13135115	0.09721
18600	0.85	1285558	13540663	0.09494
18600	0.9	1293551	13717777	0.09429
18600	0.95	1310135	14080543	0.09304
18600	1	0	2597477	0
18650	0	0	2597477	0
18650	0.05	340153	4389670	0.07748
18650	0.1	346370	4476669	0.07737
18650	0.15	350129	4527979	0.07732
18650	0.2	354517	4559746	0.07774
18650	0.25	358353	4604940	0.07781
18650	0.3	360864	4656906	0.07749
18650	0.35	361420	4687931	0.07709
18650	0.4	361615	4703520	0.07688
18650	0.45	365043	4730253	0.07717
18650	0.5	368878	4756843	0.07754
18650	0.55	1134321	6864668	0.16524
18650	0.6	1196510	9346699	0.12801
18650	0.65	1210638	11862074	0.10205
18650	0.7	1224948	12422357	0.0986
18650	0.75	1270594	12952359	0.09809
18650	0.8	1276866	13134330	0.09721
18650	0.85	1285558	13537795	0.09496
18650	0.9	1293551	13714551	0.09431
18650	0.95	1309843	14079120	0.09303
18650	1	0	2597477	0
18700	0	0	2597477	0
18700	0.05	340153	4389670	0.07748
18700	0.1	346370	4476669	0.07737
18700	0.15	350129	4527979	0.07732
18700	0.2	354517	4559746	0.07774
18700	0.25	358353	4606232	0.07779
18700	0.3	360864	4654859	0.07752
18700	0.35	361420	4687931	0.07709
18700	0.4	361615	4702048	0.0769
18700	0.45	363720	4725743	0.07696
18700	0.5	368878	4756047	0.07755
18700	0.55	1134135	6863602	0.16523
18700	0.6	1196510	9346999	0.12801
18700	0.65	1210638	11861701	0.10206
18700	0.7	1224774	12421662	0.09859
18700	0.75	1270594	12950280	0.09811
18700	0.8	1276866	13133017	0.09722
18700	0.85	1285558	13536579	0.09496
18700	0.9	1293551	13713818	0.09432
18700	0.95	1309843	14079120	0.09303
18700	1	0	2597477	0
